GeneID	Chr	Start	End	Strand	Length	GeneSymbol	EnsID	EnsID_short
ENSMUSG00000028165.9_Cisd2	chr3	135406412	135423925	-	7667	Cisd2	ENSMUSG00000028165.9	ENSMUSG00000028165
ENSMUSG00000078578.9_Ube2d3	chr3	135438149	135465237	+	24499	Ube2d3	ENSMUSG00000078578.9	ENSMUSG00000078578
ENSMUSG00000028164.15_Manba	chr3	135485611	135571404	+	6971	Manba	ENSMUSG00000028164.15	ENSMUSG00000028164
ENSMUSG00000028163.17_Nfkb1	chr3	135584655	135691546	-	12061	Nfkb1	ENSMUSG00000028163.17	ENSMUSG00000028163
ENSMUSG00000053897.15_Slc39a8	chr3	135825279	135888394	+	7664	Slc39a8	ENSMUSG00000053897.15	ENSMUSG00000053897
ENSMUSG00000037922.13_Bank1	chr3	136053363	136326046	-	7486	Bank1	ENSMUSG00000037922.13	ENSMUSG00000037922
ENSMUSG00000028161.17_Ppp3ca	chr3	136670124	136937727	+	9981	Ppp3ca	ENSMUSG00000028161.17	ENSMUSG00000028161
ENSMUSG00000054690.17_Emcn	chr3	137341067	137432185	+	5409	Emcn	ENSMUSG00000054690.17	ENSMUSG00000054690
ENSMUSG00000055138.9_Gm4861	chr3	137550045	137552622	-	957	Gm4861	ENSMUSG00000055138.9	ENSMUSG00000055138
ENSMUSG00000046818.7_Ddit4l	chr3	137621612	137626174	+	2916	Ddit4l	ENSMUSG00000046818.7	ENSMUSG00000046818
ENSMUSG00000094856.1_Gm21962	chr3	137671524	137672540	+	1017	Gm21962	ENSMUSG00000094856.1	ENSMUSG00000094856
ENSMUSG00000037894.13_H2afz	chr3	137864487	137866922	+	1776	H2afz	ENSMUSG00000037894.13	ENSMUSG00000037894
ENSMUSG00000074212.7_Dnajb14	chr3	137867675	137916557	+	15741	Dnajb14	ENSMUSG00000074212.7	ENSMUSG00000074212
ENSMUSG00000091512.5_Lamtor3	chr3	137918506	137928219	+	4151	Lamtor3	ENSMUSG00000091512.5	ENSMUSG00000091512
ENSMUSG00000028159.14_Dapp1	chr3	137931007	137981545	-	4124	Dapp1	ENSMUSG00000028159.14	ENSMUSG00000028159
ENSMUSG00000049349.3_Gm5105	chr3	138048761	138067388	-	1665	Gm5105	ENSMUSG00000049349.3	ENSMUSG00000049349
ENSMUSG00000090066.2_1110002E22Rik	chr3	138065052	138081506	+	9998	1110002E22Rik	ENSMUSG00000090066.2	ENSMUSG00000090066
ENSMUSG00000028158.14_Mttp	chr3	138089854	138144968	-	6206	Mttp	ENSMUSG00000028158.14	ENSMUSG00000028158
ENSMUSG00000004127.12_Trmt10a	chr3	138143448	138159821	+	7976	Trmt10a	ENSMUSG00000004127.12	ENSMUSG00000004127
ENSMUSG00000012042.8_4930579F01Rik	chr3	138164078	138193825	-	2093	4930579F01Rik	ENSMUSG00000012042.8	ENSMUSG00000012042
ENSMUSG00000055301.8_Adh7	chr3	138217760	138233382	+	3787	Adh7	ENSMUSG00000055301.8	ENSMUSG00000055301
ENSMUSG00000074207.10_Adh1	chr3	138260991	138290698	+	2233	Adh1	ENSMUSG00000074207.10	ENSMUSG00000074207
ENSMUSG00000053054.13_Adh6a	chr3	138313286	138331134	+	2542	Adh6a	ENSMUSG00000053054.13	ENSMUSG00000053054
ENSMUSG00000074206.7_Adh6b	chr3	138341775	138358860	+	4669	Adh6b	ENSMUSG00000074206.7	ENSMUSG00000074206
ENSMUSG00000037797.14_Adh4	chr3	138415466	138430892	+	1450	Adh4	ENSMUSG00000037797.14	ENSMUSG00000037797
ENSMUSG00000028138.8_Adh5	chr3	138443093	138455499	+	5408	Adh5	ENSMUSG00000028138.8	ENSMUSG00000028138
ENSMUSG00000005813.12_Metap1	chr3	138458956	138489515	-	7000	Metap1	ENSMUSG00000005813.12	ENSMUSG00000005813
ENSMUSG00000028156.12_Eif4e	chr3	138526179	138556214	+	6008	Eif4e	ENSMUSG00000028156.12	ENSMUSG00000028156
ENSMUSG00000028152.10_Tspan5	chr3	138742195	138907905	+	7389	Tspan5	ENSMUSG00000028152.10	ENSMUSG00000028152
ENSMUSG00000028149.12_Rap1gds1	chr3	138925902	139075201	-	7559	Rap1gds1	ENSMUSG00000028149.12	ENSMUSG00000028149
ENSMUSG00000047940.13_Stpg2	chr3	139205694	139709610	+	3017	Stpg2	ENSMUSG00000047940.13	ENSMUSG00000047940
ENSMUSG00000047674.2_Pdha2	chr3	141210004	141212355	-	2352	Pdha2	ENSMUSG00000047674.2	ENSMUSG00000047674
ENSMUSG00000059921.15_Unc5c	chr3	141465216	141830538	+	19135	Unc5c	ENSMUSG00000059921.15	ENSMUSG00000059921
ENSMUSG00000052430.15_Bmpr1b	chr3	141837136	142169213	-	5962	Bmpr1b	ENSMUSG00000052430.15	ENSMUSG00000052430
ENSMUSG00000028273.15_Pdlim5	chr3	142239590	142395693	-	8877	Pdlim5	ENSMUSG00000028273.15	ENSMUSG00000028273
ENSMUSG00000105504.4_Gbp5	chr3	142493978	142522344	+	6637	Gbp5	ENSMUSG00000105504.4	ENSMUSG00000105504
ENSMUSG00000040253.15_Gbp7	chr3	142530342	142547050	+	5614	Gbp7	ENSMUSG00000040253.15	ENSMUSG00000040253
ENSMUSG00000028268.14_Gbp3	chr3	142560026	142573202	+	3265	Gbp3	ENSMUSG00000028268.14	ENSMUSG00000028268
ENSMUSG00000040264.10_Gbp2b	chr3	142594847	142619179	+	2823	Gbp2b	ENSMUSG00000040264.10	ENSMUSG00000040264
ENSMUSG00000028270.12_Gbp2	chr3	142620602	142638008	+	2516	Gbp2	ENSMUSG00000028270.12	ENSMUSG00000028270
ENSMUSG00000040213.13_Kyat3	chr3	142701051	142744527	+	9518	Kyat3	ENSMUSG00000040213.13	ENSMUSG00000040213
ENSMUSG00000028271.9_Gtf2b	chr3	142765045	142783606	+	4589	Gtf2b	ENSMUSG00000028271.9	ENSMUSG00000028271
ENSMUSG00000004591.16_Pkn2	chr3	142790902	142881915	-	12877	Pkn2	ENSMUSG00000004591.16	ENSMUSG00000004591
ENSMUSG00000028266.17_Lmo4	chr3	144188530	144205220	-	3530	Lmo4	ENSMUSG00000028266.17	ENSMUSG00000028266
ENSMUSG00000040151.9_Hs2st1	chr3	144429706	144570181	-	8209	Hs2st1	ENSMUSG00000040151.9	ENSMUSG00000040151
ENSMUSG00000037072.15_Selenof	chr3	144570304	144597257	+	5819	Selenof	ENSMUSG00000037072.15	ENSMUSG00000037072
ENSMUSG00000037062.13_Sh3glb1	chr3	144683678	144720110	-	7467	Sh3glb1	ENSMUSG00000037062.13	ENSMUSG00000037062
ENSMUSG00000056025.12_Clca3a1	chr3	144729677	144760977	-	3899	Clca3a1	ENSMUSG00000056025.12	ENSMUSG00000056025
ENSMUSG00000028262.13_Clca3a2	chr3	144796559	144819494	-	3974	Clca3a2	ENSMUSG00000028262.13	ENSMUSG00000028262
ENSMUSG00000037033.9_Clca3b	chr3	144822623	144849357	-	3361	Clca3b	ENSMUSG00000037033.9	ENSMUSG00000037033
ENSMUSG00000074195.3_Clca4b	chr3	144910921	144932529	-	2997	Clca4b	ENSMUSG00000074195.3	ENSMUSG00000074195
ENSMUSG00000068547.6_Clca4a	chr3	144952480	144975045	-	3004	Clca4a	ENSMUSG00000068547.6	ENSMUSG00000068547
ENSMUSG00000028255.6_Clca1	chr3	145003817	145032776	-	3777	Clca1	ENSMUSG00000028255.6	ENSMUSG00000028255
ENSMUSG00000036960.10_Clca2	chr3	145070263	145099443	-	4646	Clca2	ENSMUSG00000036960.10	ENSMUSG00000036960
ENSMUSG00000028256.16_Odf2l	chr3	145118588	145153895	+	11140	Odf2l	ENSMUSG00000028256.16	ENSMUSG00000028256
ENSMUSG00000028197.4_Col24a1	chr3	145292472	145552011	+	7621	Col24a1	ENSMUSG00000028197.4	ENSMUSG00000028197
ENSMUSG00000074182.8_Znhit6	chr3	145576205	145604113	+	2657	Znhit6	ENSMUSG00000074182.8	ENSMUSG00000074182
ENSMUSG00000028195.4_Cyr61	chr3	145646976	145649981	-	2019	Cyr61	ENSMUSG00000028195.4	ENSMUSG00000028195
ENSMUSG00000028194.15_Ddah1	chr3	145758675	145894277	+	3983	Ddah1	ENSMUSG00000028194.15	ENSMUSG00000028194
ENSMUSG00000028191.11_Bcl10	chr3	145922804	145934356	+	4564	Bcl10	ENSMUSG00000028191.11	ENSMUSG00000028191
ENSMUSG00000036873.13_2410004B18Rik	chr3	145938014	145944829	+	2029	2410004B18Rik	ENSMUSG00000036873.13	ENSMUSG00000036873
ENSMUSG00000036863.12_Syde2	chr3	145987870	146020299	+	5751	Syde2	ENSMUSG00000036863.12	ENSMUSG00000036863
ENSMUSG00000043020.13_Wdr63	chr3	146040526	146108130	-	3311	Wdr63	ENSMUSG00000043020.13	ENSMUSG00000043020
ENSMUSG00000036853.5_Mcoln3	chr3	146117450	146140663	+	3467	Mcoln3	ENSMUSG00000036853.5	ENSMUSG00000036853
ENSMUSG00000011008.13_Mcoln2	chr3	146149833	146195513	+	3288	Mcoln2	ENSMUSG00000011008.13	ENSMUSG00000011008
ENSMUSG00000036832.5_Lpar3	chr3	146220963	146286186	+	2464	Lpar3	ENSMUSG00000036832.5	ENSMUSG00000036832
ENSMUSG00000036825.12_Ssx2ip	chr3	146404642	146439782	+	4200	Ssx2ip	ENSMUSG00000036825.12	ENSMUSG00000036825
ENSMUSG00000028189.12_Ctbs	chr3	146449795	146465849	+	6052	Ctbs	ENSMUSG00000028189.12	ENSMUSG00000028189
ENSMUSG00000028188.13_Spata1	chr3	146457196	146499753	-	4123	Spata1	ENSMUSG00000028188.13	ENSMUSG00000028188
ENSMUSG00000068523.12_Gng5	chr3	146499807	146505572	+	2765	Gng5	ENSMUSG00000068523.12	ENSMUSG00000068523
ENSMUSG00000028187.10_Rpf1	chr3	146505956	146521429	-	4139	Rpf1	ENSMUSG00000028187.10	ENSMUSG00000028187
ENSMUSG00000028186.14_Uox	chr3	146570426	146632305	+	5007	Uox	ENSMUSG00000028186.14	ENSMUSG00000028186
ENSMUSG00000028185.12_Dnase2b	chr3	146580985	146615596	-	2790	Dnase2b	ENSMUSG00000028185.12	ENSMUSG00000028185
ENSMUSG00000090202.1_4930503B20Rik	chr3	146645193	146651317	-	2404	4930503B20Rik	ENSMUSG00000090202.1	ENSMUSG00000090202
ENSMUSG00000048652.12_Samd13	chr3	146645195	146685592	-	2591	Samd13	ENSMUSG00000048652.12	ENSMUSG00000048652
ENSMUSG00000005034.15_Prkacb	chr3	146729574	146812960	-	8772	Prkacb	ENSMUSG00000005034.15	ENSMUSG00000005034
ENSMUSG00000036745.15_Ttll7	chr3	146852367	146982750	+	8266	Ttll7	ENSMUSG00000036745.15	ENSMUSG00000036745
ENSMUSG00000028184.12_Adgrl2	chr3	148815583	148990555	-	14198	Adgrl2	ENSMUSG00000028184.12	ENSMUSG00000028184
ENSMUSG00000039167.11_Adgrl4	chr3	151437887	151545086	+	4585	Adgrl4	ENSMUSG00000039167.11	ENSMUSG00000039167
ENSMUSG00000028037.13_Ifi44	chr3	151730922	151749960	-	6129	Ifi44	ENSMUSG00000028037.13	ENSMUSG00000028037
ENSMUSG00000039146.5_Ifi44l	chr3	151758737	151762892	-	1376	Ifi44l	ENSMUSG00000039146.5	ENSMUSG00000039146
ENSMUSG00000028036.6_Ptgfr	chr3	151796502	151837630	-	6778	Ptgfr	ENSMUSG00000028036.6	ENSMUSG00000028036
ENSMUSG00000039131.15_Gipc2	chr3	152093533	152166230	-	3839	Gipc2	ENSMUSG00000039131.15	ENSMUSG00000039131
ENSMUSG00000028035.13_Dnajb4	chr3	152178511	152210279	-	8765	Dnajb4	ENSMUSG00000028035.13	ENSMUSG00000028035
ENSMUSG00000028034.15_Fubp1	chr3	152210422	152236826	+	15500	Fubp1	ENSMUSG00000028034.15	ENSMUSG00000028034
ENSMUSG00000039103.12_Nexn	chr3	152236982	152266318	-	3826	Nexn	ENSMUSG00000039103.12	ENSMUSG00000039103
ENSMUSG00000054942.13_Miga1	chr3	152273849	152340407	-	11605	Miga1	ENSMUSG00000054942.13	ENSMUSG00000054942
ENSMUSG00000025437.15_Usp33	chr3	152346478	152393333	+	9675	Usp33	ENSMUSG00000025437.15	ENSMUSG00000025437
ENSMUSG00000039068.16_Zzz3	chr3	152395473	152459474	+	11499	Zzz3	ENSMUSG00000039068.16	ENSMUSG00000039068
ENSMUSG00000039058.11_Ak5	chr3	152462815	152668360	-	3404	Ak5	ENSMUSG00000039058.11	ENSMUSG00000039058
ENSMUSG00000039047.17_Pigk	chr3	152714100	152980408	+	9495	Pigk	ENSMUSG00000039047.17	ENSMUSG00000039047
ENSMUSG00000039037.5_St6galnac5	chr3	152817081	152982052	-	6002	St6galnac5	ENSMUSG00000039037.5	ENSMUSG00000039037
ENSMUSG00000052544.9_St6galnac3	chr3	153198266	153725174	-	8994	St6galnac3	ENSMUSG00000052544.9	ENSMUSG00000052544
ENSMUSG00000038997.4_Asb17	chr3	153844209	153855082	+	2580	Asb17	ENSMUSG00000038997.4	ENSMUSG00000038997
ENSMUSG00000005493.15_Msh4	chr3	153857149	153906138	-	6895	Msh4	ENSMUSG00000005493.15	ENSMUSG00000005493
ENSMUSG00000038975.14_Rabggtb	chr3	153907287	153913009	-	2421	Rabggtb	ENSMUSG00000038975.14	ENSMUSG00000038975
ENSMUSG00000062908.12_Acadm	chr3	153922357	153944632	-	3913	Acadm	ENSMUSG00000062908.12	ENSMUSG00000062908
ENSMUSG00000028360.9_Slc44a5	chr3	153973436	154271722	+	7143	Slc44a5	ENSMUSG00000028360.9	ENSMUSG00000028360
ENSMUSG00000096225.7_Lhx8	chr3	154306294	154330659	-	2532	Lhx8	ENSMUSG00000096225.7	ENSMUSG00000096225
ENSMUSG00000047583.9_Tyw3	chr3	154576431	154597095	-	4499	Tyw3	ENSMUSG00000047583.9	ENSMUSG00000047583
ENSMUSG00000028199.18_Cryz	chr3	154596711	154623180	+	6195	Cryz	ENSMUSG00000028199.18	ENSMUSG00000028199
ENSMUSG00000078161.8_Erich3	chr3	154663859	154767789	+	8963	Erich3	ENSMUSG00000078161.8	ENSMUSG00000078161
ENSMUSG00000040086.13_Tnni3k	chr3	154786291	155055407	-	3292	Tnni3k	ENSMUSG00000040086.13	ENSMUSG00000040086
ENSMUSG00000053870.7_Fpgt	chr3	155084918	155093403	-	6282	Fpgt	ENSMUSG00000053870.7	ENSMUSG00000053870
ENSMUSG00000028182.14_Lrriq3	chr3	155093434	155194280	+	4961	Lrriq3	ENSMUSG00000028182.14	ENSMUSG00000028182
ENSMUSG00000040037.13_Negr1	chr3	156561794	157316445	+	10506	Negr1	ENSMUSG00000040037.13	ENSMUSG00000040037
ENSMUSG00000028180.18_Zranb2	chr3	157534160	157548410	+	6759	Zranb2	ENSMUSG00000028180.18	ENSMUSG00000028180
ENSMUSG00000040016.16_Ptger3	chr3	157566892	157645888	+	5688	Ptger3	ENSMUSG00000040016.16	ENSMUSG00000040016
ENSMUSG00000028179.12_Cth	chr3	157894248	157925077	-	2791	Cth	ENSMUSG00000028179.12	ENSMUSG00000028179
ENSMUSG00000039988.14_Ankrd13c	chr3	157947239	158007428	+	11511	Ankrd13c	ENSMUSG00000039988.14	ENSMUSG00000039988
ENSMUSG00000055436.18_Srsf11	chr3	158010473	158036639	-	8446	Srsf11	ENSMUSG00000055436.18	ENSMUSG00000055436
ENSMUSG00000063052.9_Lrrc40	chr3	158036662	158068487	+	4771	Lrrc40	ENSMUSG00000063052.9	ENSMUSG00000063052
ENSMUSG00000028176.11_Lrrc7	chr3	158082891	158562221	-	9816	Lrrc7	ENSMUSG00000028176.11	ENSMUSG00000028176
ENSMUSG00000028175.15_Depdc1a	chr3	159495433	159529576	+	3323	Depdc1a	ENSMUSG00000028175.15	ENSMUSG00000028175
ENSMUSG00000028174.12_Rpe65	chr3	159599175	159625321	+	1934	Rpe65	ENSMUSG00000028174.12	ENSMUSG00000028174
ENSMUSG00000028173.10_Wls	chr3	159839672	159938664	+	8792	Wls	ENSMUSG00000028173.10	ENSMUSG00000028173
ENSMUSG00000094798.1_Vmn1r2	chr4	3172083	3173006	+	924	Vmn1r2	ENSMUSG00000094798.1	ENSMUSG00000094798
ENSMUSG00000095982.2_Vmn1r3	chr4	3184382	3185305	-	924	Vmn1r3	ENSMUSG00000095982.2	ENSMUSG00000095982
ENSMUSG00000028232.13_Tmem68	chr4	3549041	3574809	-	3462	Tmem68	ENSMUSG00000028232.13	ENSMUSG00000028232
ENSMUSG00000028233.6_Tgs1	chr4	3574875	3616619	+	5314	Tgs1	ENSMUSG00000028233.6	ENSMUSG00000028233
ENSMUSG00000042228.14_Lyn	chr4	3678115	3813122	+	4073	Lyn	ENSMUSG00000042228.14	ENSMUSG00000042228
ENSMUSG00000028234.6_Rps20	chr4	3831334	3835665	-	4080	Rps20	ENSMUSG00000028234.6	ENSMUSG00000028234
ENSMUSG00000078365.5_Mos	chr4	3870657	3872105	-	1449	Mos	ENSMUSG00000078365.5	ENSMUSG00000078365
ENSMUSG00000003282.9_Plag1	chr4	3900996	3938405	-	8487	Plag1	ENSMUSG00000003282.9	ENSMUSG00000003282
ENSMUSG00000042198.12_Chchd7	chr4	3938888	3951046	+	4060	Chchd7	ENSMUSG00000042198.12	ENSMUSG00000042198
ENSMUSG00000068240.5_Gm11808	chr4	3973092	3973595	-	504	Gm11808	ENSMUSG00000068240.5	ENSMUSG00000068240
ENSMUSG00000028236.3_Sdr16c5	chr4	3995936	4019663	-	1568	Sdr16c5	ENSMUSG00000028236.3	ENSMUSG00000028236
ENSMUSG00000071019.11_Sdr16c6	chr4	4055929	4077522	-	1933	Sdr16c6	ENSMUSG00000071019.11	ENSMUSG00000071019
ENSMUSG00000045573.9_Penk	chr4	4133531	4138819	-	1634	Penk	ENSMUSG00000045573.9	ENSMUSG00000045573
ENSMUSG00000066324.2_Impad1	chr4	4762484	4793355	-	6543	Impad1	ENSMUSG00000066324.2	ENSMUSG00000066324
ENSMUSG00000049119.14_Fam110b	chr4	5644090	6108223	+	8164	Fam110b	ENSMUSG00000049119.14	ENSMUSG00000049119
ENSMUSG00000028243.5_Ubxn2b	chr4	6191098	6221688	+	6642	Ubxn2b	ENSMUSG00000028243.5	ENSMUSG00000028243
ENSMUSG00000028240.2_Cyp7a1	chr4	6265612	6275633	-	4174	Cyp7a1	ENSMUSG00000028240.2	ENSMUSG00000028240
ENSMUSG00000028249.15_Sdcbp	chr4	6365650	6408423	+	6904	Sdcbp	ENSMUSG00000028249.15	ENSMUSG00000028249
ENSMUSG00000028245.15_Nsmaf	chr4	6396207	6454271	-	8368	Nsmaf	ENSMUSG00000028245.15	ENSMUSG00000028245
ENSMUSG00000041272.11_Tox	chr4	6686353	6991557	-	7609	Tox	ENSMUSG00000041272.11	ENSMUSG00000041272
ENSMUSG00000041261.9_Car8	chr4	8143362	8239041	-	3853	Car8	ENSMUSG00000041261.9	ENSMUSG00000041261
ENSMUSG00000047187.9_Rab2a	chr4	8535644	8607778	+	2133	Rab2a	ENSMUSG00000047187.9	ENSMUSG00000047187
ENSMUSG00000041235.12_Chd7	chr4	8690406	8866810	+	13786	Chd7	ENSMUSG00000041235.12	ENSMUSG00000041235
ENSMUSG00000041216.15_Clvs1	chr4	9269293	9451691	+	7566	Clvs1	ENSMUSG00000041216.15	ENSMUSG00000041216
ENSMUSG00000028207.18_Asph	chr4	9448069	9669344	-	16102	Asph	ENSMUSG00000028207.18	ENSMUSG00000028207
ENSMUSG00000051279.2_Gdf6	chr4	9844372	9862345	+	3532	Gdf6	ENSMUSG00000051279.2	ENSMUSG00000051279
ENSMUSG00000059482.15_2610301B20Rik	chr4	10874498	10899421	+	2391	2610301B20Rik	ENSMUSG00000059482.15	ENSMUSG00000059482
ENSMUSG00000049969.3_Plekhf2	chr4	10988662	11007927	-	3039	Plekhf2	ENSMUSG00000049969.3	ENSMUSG00000049969
ENSMUSG00000050323.14_Ndufaf6	chr4	11051045	11076204	-	1235	Ndufaf6	ENSMUSG00000050323.14	ENSMUSG00000050323
ENSMUSG00000028211.11_Trp53inp1	chr4	11156431	11174379	+	6475	Trp53inp1	ENSMUSG00000028211.11	ENSMUSG00000028211
ENSMUSG00000028212.16_Ccne2	chr4	11191351	11204675	+	3495	Ccne2	ENSMUSG00000028212.16	ENSMUSG00000028212
ENSMUSG00000040738.10_Ints8	chr4	11199158	11254258	-	7472	Ints8	ENSMUSG00000040738.10	ENSMUSG00000040738
ENSMUSG00000045205.16_Dpy19l4	chr4	11261315	11322137	-	8101	Dpy19l4	ENSMUSG00000045205.16	ENSMUSG00000045205
ENSMUSG00000040728.15_Esrp1	chr4	11331933	11386679	-	6305	Esrp1	ENSMUSG00000040728.15	ENSMUSG00000040728
ENSMUSG00000040720.15_1110037F02Rik	chr4	11485958	11550684	+	7138	1110037F02Rik	ENSMUSG00000040720.15	ENSMUSG00000040720
ENSMUSG00000078773.11_Rad54b	chr4	11558922	11615805	+	5782	Rad54b	ENSMUSG00000078773.11	ENSMUSG00000078773
ENSMUSG00000094595.1_Fsbp	chr4	11579665	11587591	+	4358	Fsbp	ENSMUSG00000094595.1	ENSMUSG00000094595
ENSMUSG00000028214.13_Gem	chr4	11704457	11714752	+	2104	Gem	ENSMUSG00000028214.13	ENSMUSG00000028214
ENSMUSG00000028217.11_Cdh17	chr4	11758147	11817895	+	4474	Cdh17	ENSMUSG00000028217.11	ENSMUSG00000028217
ENSMUSG00000049225.14_Pdp1	chr4	11958184	11966427	-	4507	Pdp1	ENSMUSG00000049225.14	ENSMUSG00000049225
ENSMUSG00000073995.2_Gm10604	chr4	11979560	11981265	-	1706	Gm10604	ENSMUSG00000073995.2	ENSMUSG00000073995
ENSMUSG00000049488.14_Tmem67	chr4	12039355	12090020	-	7744	Tmem67	ENSMUSG00000049488.14	ENSMUSG00000049488
ENSMUSG00000052137.11_Rbm12b2	chr4	12089439	12096243	+	3468	Rbm12b2	ENSMUSG00000052137.11	ENSMUSG00000052137
ENSMUSG00000046667.14_Rbm12b1	chr4	12140264	12144688	+	3122	Rbm12b1	ENSMUSG00000046667.14	ENSMUSG00000046667
ENSMUSG00000028218.19_Fam92a	chr4	12153409	12172015	-	4683	Fam92a	ENSMUSG00000028218.19	ENSMUSG00000028218
ENSMUSG00000055963.12_Triqk	chr4	12906838	12981070	+	3568	Triqk	ENSMUSG00000055963.12	ENSMUSG00000055963
ENSMUSG00000006586.15_Runx1t1	chr4	13743436	13893649	+	7959	Runx1t1	ENSMUSG00000006586.15	ENSMUSG00000006586
ENSMUSG00000040569.13_Slc26a7	chr4	14502430	14621805	-	5431	Slc26a7	ENSMUSG00000040569.13	ENSMUSG00000040569
ENSMUSG00000023151.9_Lrrc69	chr4	14623620	14796060	-	1397	Lrrc69	ENSMUSG00000023151.9	ENSMUSG00000023151
ENSMUSG00000040550.16_Otud6b	chr4	14809498	14826587	-	3387	Otud6b	ENSMUSG00000040550.16	ENSMUSG00000040550
ENSMUSG00000028221.3_Tmem55a	chr4	14864076	14915176	+	2339	Tmem55a	ENSMUSG00000028221.3	ENSMUSG00000028221
ENSMUSG00000040536.15_Necab1	chr4	14952245	15149794	-	5237	Necab1	ENSMUSG00000040536.15	ENSMUSG00000040536
ENSMUSG00000043252.8_Tmem64	chr4	15265831	15286753	+	4670	Tmem64	ENSMUSG00000043252.8	ENSMUSG00000043252
ENSMUSG00000028222.2_Calb1	chr4	15881264	15908064	+	4846	Calb1	ENSMUSG00000028222.2	ENSMUSG00000028222
ENSMUSG00000028223.8_Decr1	chr4	15917240	15945507	-	3879	Decr1	ENSMUSG00000028223.8	ENSMUSG00000028223
ENSMUSG00000028224.14_Nbn	chr4	15957925	15992589	+	2533	Nbn	ENSMUSG00000028224.14	ENSMUSG00000028224
ENSMUSG00000041153.9_Osgin2	chr4	15997121	16013888	-	5571	Osgin2	ENSMUSG00000041153.9	ENSMUSG00000041153
ENSMUSG00000041135.15_Ripk2	chr4	16122733	16163647	-	2816	Ripk2	ENSMUSG00000041135.15	ENSMUSG00000041135
ENSMUSG00000028226.15_Mmp16	chr4	17852893	18117457	+	8667	Mmp16	ENSMUSG00000028226.15	ENSMUSG00000028226
ENSMUSG00000073991.4_Cnbd1	chr4	18860454	19122526	-	1331	Cnbd1	ENSMUSG00000073991.4	ENSMUSG00000073991
ENSMUSG00000056494.7_Cngb3	chr4	19280850	19510623	+	4708	Cngb3	ENSMUSG00000056494.7	ENSMUSG00000056494
ENSMUSG00000028228.5_Cpne3	chr4	19519254	19570108	-	7131	Cpne3	ENSMUSG00000028228.5	ENSMUSG00000028228
ENSMUSG00000028229.11_Rmdn1	chr4	19575162	19606932	+	1963	Rmdn1	ENSMUSG00000028229.11	ENSMUSG00000028229
ENSMUSG00000078772.2_Gm12353	chr4	19605451	19651130	+	554	Gm12353	ENSMUSG00000078772.2	ENSMUSG00000078772
ENSMUSG00000041058.15_Wwp1	chr4	19608303	19708993	-	6453	Wwp1	ENSMUSG00000041058.15	ENSMUSG00000041058
ENSMUSG00000041052.8_Slc7a13	chr4	19818725	19842218	+	2141	Slc7a13	ENSMUSG00000041052.8	ENSMUSG00000041052
ENSMUSG00000028238.6_Atp6v0d2	chr4	19876841	19922605	-	2716	Atp6v0d2	ENSMUSG00000028238.6	ENSMUSG00000028238
ENSMUSG00000073988.13_Ttpa	chr4	20007938	20030470	+	3488	Ttpa	ENSMUSG00000073988.13	ENSMUSG00000073988
ENSMUSG00000073987.4_Ggh	chr4	20042052	20066750	+	1965	Ggh	ENSMUSG00000073987.4	ENSMUSG00000073987
ENSMUSG00000055761.14_Nkain3	chr4	20118874	20778866	-	6942	Nkain3	ENSMUSG00000055761.14	ENSMUSG00000055761
ENSMUSG00000040478.14_Prdm13	chr4	21677480	21685783	-	4280	Prdm13	ENSMUSG00000040478.14	ENSMUSG00000040478
ENSMUSG00000028252.20_Ccnc	chr4	21727701	21759922	+	5115	Ccnc	ENSMUSG00000028252.20	ENSMUSG00000028252
ENSMUSG00000028251.5_Tstd3	chr4	21757382	21767212	-	1588	Tstd3	ENSMUSG00000028251.5	ENSMUSG00000028251
ENSMUSG00000040455.17_Usp45	chr4	21767156	21837872	+	6226	Usp45	ENSMUSG00000040455.17	ENSMUSG00000040455
ENSMUSG00000028248.15_Pnisr	chr4	21847583	21876475	+	10187	Pnisr	ENSMUSG00000028248.15	ENSMUSG00000028248
ENSMUSG00000028247.2_Coq3	chr4	21879673	21912162	+	2997	Coq3	ENSMUSG00000028247.2	ENSMUSG00000028247
ENSMUSG00000028246.13_Faxc	chr4	21931329	21994146	+	8362	Faxc	ENSMUSG00000028246.13	ENSMUSG00000028246
ENSMUSG00000040410.14_Fbxl4	chr4	22357543	22434091	+	3798	Fbxl4	ENSMUSG00000040410.14	ENSMUSG00000040410
ENSMUSG00000095139.2_Pou3f2	chr4	22482780	22488366	-	5587	Pou3f2	ENSMUSG00000095139.2	ENSMUSG00000095139
ENSMUSG00000045751.16_Mms22l	chr4	24496451	24602950	+	6382	Mms22l	ENSMUSG00000045751.16	ENSMUSG00000045751
ENSMUSG00000040387.16_Klhl32	chr4	24612554	24851124	-	7826	Klhl32	ENSMUSG00000040387.16	ENSMUSG00000040387
ENSMUSG00000028261.13_Ndufaf4	chr4	24898083	24903485	+	3902	Ndufaf4	ENSMUSG00000028261.13	ENSMUSG00000028261
ENSMUSG00000040372.2_Gpr63	chr4	24966407	25007300	+	2588	Gpr63	ENSMUSG00000040372.2	ENSMUSG00000040372
ENSMUSG00000028259.13_Fhl5	chr4	25199908	25242876	-	1171	Fhl5	ENSMUSG00000028259.13	ENSMUSG00000028259
ENSMUSG00000040359.14_Ufl1	chr4	25248600	25281760	-	5706	Ufl1	ENSMUSG00000040359.14	ENSMUSG00000040359
